toxin,replicate,score,numFeatures
ana,2,0.22227743270478384,13
ana,3,0.22977196643623488,13
ana,4,0.20691930390177116,13
ana,5,0.22192007172172834,13
ana,6,0.20253041145007467,13
ana,7,0.22309331721132142,13
ana,8,0.2013815873989524,13
ana,9,0.19662491543777605,13
ana,0,0.19742114789909493,12
ana,1,0.17787968275700294,12
ana,2,0.17694495923477627,12
ana,3,0.19691243704269157,12
ana,4,0.1987269771468897,12
ana,5,0.19786994038921213,12
ana,6,0.17744948361026114,12
ana,7,0.19690415892190916,12
ana,8,0.17703239354969158,12
ana,9,0.17706429239437071,12
ana,0,0.19889038207198817,11
ana,1,0.2326744505395989,11
ana,2,0.19854639288544085,11
ana,3,0.1979973434513701,11
ana,4,0.19936270583031146,11
ana,5,0.21675712303315742,11
ana,6,0.19972597007979032,11
ana,7,0.2128888592183239,11
ana,8,0.21330790976837488,11
ana,9,0.19878004601008004,11
cylindro,0,0.3169422776774429,38
cylindro,1,0.316626685733854,38
cylindro,2,0.31370627692531616,38
cylindro,3,0.31575974197530465,38
cylindro,4,0.31312477825080987,38
cylindro,5,0.3238090410862434,38
cylindro,6,0.30234600276415224,38
cylindro,7,0.3272382851466388,38
cylindro,8,0.31423970280951385,38
cylindro,9,0.3209577521517355,38
cylindro,0,0.3218568333995421,37
cylindro,1,0.3176077864807131,37
cylindro,2,0.31705100617175574,37
cylindro,3,0.30713629976666756,37
cylindro,4,0.3080532442717755,37
cylindro,5,0.3211623454387327,37
cylindro,6,0.3150565366856576,37
cylindro,7,0.3041960675949268,37
cylindro,8,0.3186219694697724,37
cylindro,9,0.3065089487769811,37
cylindro,0,0.30829746346548315,36
cylindro,1,0.3172592794889463,36
cylindro,2,0.31842436118989614,36
cylindro,3,0.3043702854709631,36
cylindro,4,0.33035119578824845,36
cylindro,5,0.3114109816591133,36
cylindro,6,0.3163311814464952,36
cylindro,7,0.3174249967893633,36
cylindro,8,0.3174259741744554,36
cylindro,9,0.3245876832127922,36
cylindro,0,0.3158872684429369,35
cylindro,1,0.3170841879026859,35
cylindro,2,0.313099301668744,35
cylindro,3,0.3126896156266562,35
cylindro,4,0.3092339578606115,35
cylindro,5,0.32932222426677404,35
cylindro,6,0.31636554394144756,35
cylindro,7,0.31153936664868254,35
cylindro,8,0.31455450560924314,35
cylindro,9,0.31964590496827905,35
cylindro,0,0.30881244551110654,34
cylindro,1,0.313678657024164,34
cylindro,2,0.31533515687497915,34
cylindro,3,0.3160975407601,34
cylindro,4,0.31397384779889015,34
cylindro,5,0.3058953660481084,34
cylindro,6,0.3171841500468524,34
cylindro,7,0.32245768795833374,34
cylindro,8,0.31476465779553353,34
cylindro,9,0.3096533321327978,34
cylindro,0,0.2963434233607183,33
cylindro,1,0.30933832970012665,33
cylindro,2,0.3020268487162534,33
cylindro,3,0.3161854707768288,33
cylindro,4,0.32108058877499723,33
cylindro,5,0.3075959138653629,33
cylindro,6,0.3062618197734801,33
cylindro,7,0.3161087603870878,33
cylindro,8,0.3007991277606463,33
cylindro,9,0.31608386783482156,33
cylindro,0,0.2982707452837158,32
cylindro,1,0.29514439126296677,32
cylindro,2,0.29881626127997063,32
cylindro,3,0.3028644859564463,32
cylindro,4,0.29817486072716637,32
cylindro,5,0.3016681813654589,32
cylindro,6,0.3014160380951749,32
cylindro,7,0.29260503658918036,32
cylindro,8,0.30133181858653146,32
cylindro,9,0.3006532938117865,32
cylindro,0,0.3061646988813962,31
cylindro,1,0.30465150453927325,31
cylindro,2,0.3013096789997941,31
cylindro,3,0.31038051063142424,31
cylindro,4,0.3032161198403809,31
cylindro,5,0.310644824624278,31
cylindro,6,0.30497686661625567,31
cylindro,7,0.3022696384221025,31
cylindro,8,0.29975439901995016,31
cylindro,9,0.30743981578294177,31
cylindro,0,0.30187632204700754,30
cylindro,1,0.3002487248945427,30
cylindro,2,0.310600606045089,30
cylindro,3,0.3113212426736566,30
cylindro,4,0.30588428439310134,30
cylindro,5,0.3045985445332625,30
cylindro,6,0.30840882849880424,30
cylindro,7,0.31350513800540436,30
cylindro,8,0.29901339137918337,30
cylindro,9,0.31246746806773384,30
cylindro,0,0.2910166262526812,29
cylindro,1,0.2989573017487568,29
cylindro,2,0.29409433846730904,29
cylindro,3,0.29345761466507314,29
cylindro,4,0.2972267636796432,29
cylindro,5,0.2897244001655235,29
cylindro,6,0.2912442752537341,29
cylindro,7,0.28940009464997973,29
cylindro,8,0.29142215602471266,29
cylindro,9,0.29839287683654847,29
cylindro,0,0.29160724954427564,28
cylindro,1,0.29919354597348924,28
cylindro,2,0.2893968043913083,28
cylindro,3,0.28993642783076334,28
cylindro,4,0.29056598563417924,28
cylindro,5,0.2887796753985087,28
cylindro,6,0.2955564636079212,28
cylindro,7,0.2873717806987506,28
cylindro,8,0.2977458581468888,28
cylindro,9,0.2947390724005762,28
cylindro,0,0.32438135542754,27
cylindro,1,0.33652394914643313,27
cylindro,2,0.3236824274220971,27
cylindro,3,0.33761989734492837,27
cylindro,4,0.3282292596947337,27
cylindro,5,0.32705736926648155,27
cylindro,6,0.328265961813357,27
cylindro,7,0.3249144489883711,27
cylindro,8,0.33219936971545583,27
cylindro,9,0.33266103150348614,27
cylindro,0,0.30310986251930117,26
cylindro,1,0.30110187786471865,26
cylindro,2,0.3013611509677978,26
cylindro,3,0.30123775034502676,26
cylindro,4,0.30403812729294755,26
cylindro,5,0.30172594639800565,26
cylindro,6,0.30295008618325214,26
cylindro,7,0.3010315682106942,26
cylindro,8,0.30217053367840474,26
cylindro,9,0.3068235398815381,26
cylindro,0,0.29792192450796917,25
cylindro,1,0.29384928145131173,25
cylindro,2,0.2991414040488629,25
cylindro,3,0.29487861347156774,25
cylindro,4,0.3006650339893754,25
cylindro,5,0.2954222718939298,25
cylindro,6,0.29371562010782204,25
cylindro,7,0.29808109359587454,25
cylindro,8,0.3027253131643588,25
cylindro,9,0.2945277458304062,25
cylindro,0,0.29195958008723677,24
cylindro,1,0.3027090937129743,24
cylindro,2,0.2896071357298615,24
cylindro,3,0.2936940674257038,24
cylindro,4,0.2930581018286891,24
cylindro,5,0.29292508127993633,24
cylindro,6,0.2952618162925572,24
cylindro,7,0.2978279170977337,24
cylindro,8,0.2934833854914064,24
cylindro,9,0.2940814767913146,24
cylindro,0,0.36721093541117,23
cylindro,1,0.3654445814387085,23
cylindro,2,0.3702094910716167,23
cylindro,3,0.37009145994880166,23
cylindro,4,0.37332797080421876,23
cylindro,5,0.37993719197487574,23
cylindro,6,0.37585526606321207,23
cylindro,7,0.36749726403292615,23
cylindro,8,0.3682451251696319,23
cylindro,9,0.36958381673421015,23
cylindro,0,0.3593668562624983,22
cylindro,1,0.3735636630842524,22
cylindro,2,0.37166964839558936,22
cylindro,3,0.3759116297414231,22
cylindro,4,0.3732315747261422,22
cylindro,5,0.37028878378099483,22
cylindro,6,0.3678133843378055,22
cylindro,7,0.3776314902494752,22
cylindro,8,0.36804294607682786,22
cylindro,9,0.374024226168152,22
cylindro,0,0.32297972308651857,21
cylindro,1,0.3286106367431386,21
cylindro,2,0.3385690686825319,21
cylindro,3,0.3160846935118594,21
cylindro,4,0.3305732317614566,21
cylindro,5,0.32594753919911823,21
cylindro,6,0.3319847013818771,21
cylindro,7,0.31775685703892964,21
cylindro,8,0.3182229454398545,21
cylindro,9,0.31716678440100554,21
cylindro,0,0.31076475550618743,20
cylindro,1,0.3163217379061797,20
cylindro,2,0.3200677628798423,20
cylindro,3,0.3177951213295447,20
cylindro,4,0.3174920209904475,20
cylindro,5,0.3139535215479047,20
cylindro,6,0.31292432829049366,20
cylindro,7,0.319315745552617,20
cylindro,8,0.31882577570579385,20
cylindro,9,0.3139840111907255,20
cylindro,0,0.2747934529192132,19
cylindro,1,0.2800196501543911,19
cylindro,2,0.28085779455186555,19
cylindro,3,0.2868983900419798,19
cylindro,4,0.2797418751010342,19
cylindro,5,0.2802035216414457,19
cylindro,6,0.28532357937607644,19
cylindro,7,0.27523451056051174,19
cylindro,8,0.28153650526856655,19
cylindro,9,0.280676813685118,19
cylindro,0,0.30163310059076354,18
cylindro,1,0.30151682499803645,18
cylindro,2,0.30135319277432127,18
cylindro,3,0.3092690128637876,18
cylindro,4,0.30719925576413354,18
cylindro,5,0.30141943567529483,18
cylindro,6,0.306150544944523,18
cylindro,7,0.30187913563003244,18
cylindro,8,0.30408649161589496,18
cylindro,9,0.3018026391143569,18
cylindro,0,0.34520711729626175,17
cylindro,1,0.3446508663902994,17
cylindro,2,0.3540053725195117,17
cylindro,3,0.3492518080524051,17
cylindro,4,0.34785214692831434,17
cylindro,5,0.3428535137666183,17
cylindro,6,0.3391593009195134,17
cylindro,7,0.3512670004389552,17
cylindro,8,0.3509353476986511,17
cylindro,9,0.3495370467542087,17
cylindro,0,0.32651471494325013,16
cylindro,1,0.31594396221761467,16
cylindro,2,0.3254433861760978,16
cylindro,3,0.31614806691290886,16
cylindro,4,0.3270954720178013,16
cylindro,5,0.31678239611719816,16
cylindro,6,0.3223903570273772,16
cylindro,7,0.3267188196385443,16
cylindro,8,0.32570106300113,16
cylindro,9,0.3214066007616797,16
cylindro,0,0.3261585708825313,15
cylindro,1,0.3259195899714893,15
cylindro,2,0.32090622614686526,15
cylindro,3,0.3111737969552909,15
cylindro,4,0.3202912754381225,15
cylindro,5,0.3287237777179143,15
cylindro,6,0.3176472024928858,15
cylindro,7,0.32443741989293506,15
cylindro,8,0.32325659290431874,15
cylindro,9,0.3199494027442096,15
cylindro,0,0.27606358525008423,14
cylindro,1,0.2676255144844809,14
cylindro,2,0.2748396130244054,14
cylindro,3,0.27076733761694927,14
cylindro,4,0.26689047582294045,14
cylindro,5,0.27277367114176687,14
cylindro,6,0.2724566592265565,14
cylindro,7,0.2720830096099668,14
cylindro,8,0.2695780430070177,14
cylindro,9,0.2746503628059638,14
cylindro,0,0.2687197063430665,13
cylindro,1,0.2696747265753341,13
cylindro,2,0.26873912874662553,13
cylindro,3,0.2672986490643363,13
cylindro,4,0.2652954467393641,13
cylindro,5,0.26836831134462347,13
cylindro,6,0.27082083826483905,13
cylindro,7,0.26993034600798715,13
cylindro,8,0.2690564063260372,13
cylindro,9,0.2692062310851845,13
cylindro,0,0.28414303964435883,12
cylindro,1,0.2836135501716809,12
cylindro,2,0.28414303964435883,12
cylindro,3,0.28341862248095784,12
cylindro,4,0.28341862248095784,12
cylindro,5,0.28237758077875286,12
cylindro,6,0.2771454960080476,12
cylindro,7,0.2836135501716809,12
cylindro,8,0.2830030651977906,12
cylindro,9,0.28341862248095784,12
cylindro,0,0.2629830077695442,11
cylindro,1,0.26439300561981605,11
cylindro,2,0.2618459469273763,11
cylindro,3,0.2643969516461513,11
cylindro,4,0.2643969516461514,11
cylindro,5,0.2682437203900875,11
cylindro,6,0.2614223413302925,11
cylindro,7,0.2606782026103319,11
cylindro,8,0.26546386577419734,11
